ID,Gender,Has a car,Has a property,Children count,Income,Employment status,Education level,Marital status,Dwelling,Age,Employment length,Has a mobile phone,Has a work phone,Has a phone,Has an email,Job title,Family member count,Account age,Is high risk
5009001,Male,No,Yes,0,166500.0,Working,Secondary / secondary special,Married,House / apartment,-18926,-6276,Yes,Yes,Yes,No,Laborers,2.0,-40.0,0
5009002,Male,No,Yes,0,166500.0,Working,Secondary / secondary special,Married,House / apartment,-18926,-6276,Yes,Yes,Yes,No,Laborers,2.0,-44.0,0
5009005,Male,No,Yes,0,166500.0,Working,Secondary / secondary special,Married,House / apartment,-18926,-6276,Yes,Yes,Yes,No,Laborers,2.0,-35.0,0
5009006,Male,No,Yes,0,166500.0,Working,Secondary / secondary special,Married,House / apartment,-18926,-6276,Yes,Yes,Yes,No,Laborers,2.0,-45.0,0
5009007,Male,No,Yes,0,166500.0,Working,Secondary / secondary special,Married,House / apartment,-18926,-6276,Yes,Yes,Yes,No,Laborers,2.0,-59.0,0
5009008,Male,No,Yes,0,166500.0,Working,Secondary / secondary special,Married,House / apartment,-18926,-6276,Yes,Yes,Yes,No,Laborers,2.0,-9.0,0
5009009,Male,No,Yes,0,166500.0,Working,Secondary / secondary special,Married,House / apartment,-18926,-6276,Yes,Yes,Yes,No,Laborers,2.0,-32.0,0
5009010,Male,No,Yes,0,166500.0,Working,Secondary / secondary special,Married,House / apartment,-18926,-6276,Yes,Yes,Yes,No,Laborers,2.0,-12.0,0
5009012,Male,No,Yes,0,166500.0,Working,Secondary / secondary special,Married,House / apartment,-18926,-6276,Yes,Yes,Yes,No,Laborers,2.0,-5.0,0
5009014,Male,No,Yes,0,166500.0,Working,Secondary / secondary special,Married,House / apartment,-18926,-6276,Yes,Yes,Yes,No,Laborers,2.0,-35.0,0
5009016,Female,No,Yes,2,216000.0,State servant,Higher education,Married,House / apartment,-15444,-3112,Yes,No,No,Yes,,4.0,-24.0,0
5009018,Female,No,Yes,2,216000.0,State servant,Higher education,Married,House / apartment,-15444,-3112,Yes,No,No,Yes,,4.0,-43.0,0
5009019,Female,No,Yes,2,216000.0,State servant,Higher education,Married,House / apartment,-15444,-3112,Yes,No,No,Yes,,4.0,-32.0,0
5009020,Female,No,Yes,2,216000.0,State servant,Higher education,Married,House / apartment,-15444,-3112,Yes,No,No,Yes,,4.0,-32.0,0
5009022,Female,No,Yes,2,216000.0,State servant,Higher education,Married,House / apartment,-15444,-3112,Yes,No,No,Yes,,4.0,-41.0,0
5009023,Female,No,Yes,2,216000.0,State servant,Higher education,Married,House / apartment,-15444,-3112,Yes,No,No,Yes,,4.0,-35.0,0
5009024,Female,No,Yes,2,216000.0,State servant,Higher education,Married,House / apartment,-15444,-3112,Yes,No,No,Yes,,4.0,-8.0,0
5009025,Female,No,Yes,2,216000.0,State servant,Higher education,Married,House / apartment,-15444,-3112,Yes,No,No,Yes,,4.0,-33.0,0
5009027,Female,Yes,Yes,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19861,-10843,Yes,No,No,Yes,Laborers,2.0,-21.0,0
5112862,Female,Yes,Yes,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19861,-10843,Yes,No,No,Yes,Laborers,2.0,-40.0,0
5009028,Female,Yes,Yes,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14450,-2777,Yes,No,No,No,Laborers,2.0,-17.0,0
5009029,Female,Yes,Yes,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14450,-2777,Yes,No,No,No,Laborers,2.0,-15.0,0
5009031,Female,No,Yes,0,315000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-10554,-1194,Yes,No,No,No,Accountants,1.0,-13.0,0
5009032,Female,No,Yes,0,315000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-10554,-1194,Yes,No,No,No,Accountants,1.0,-13.0,0
5009033,Female,No,No,0,255150.0,Pensioner,Incomplete higher,Civil marriage,Rented apartment,-18682,365243,Yes,No,No,No,,2.0,-16.0,0
5009034,Female,No,No,0,255150.0,Pensioner,Incomplete higher,Civil marriage,Rented apartment,-18682,365243,Yes,No,No,No,,2.0,-31.0,0
5009035,Female,No,No,0,255150.0,Pensioner,Incomplete higher,Civil marriage,Rented apartment,-18682,365243,Yes,No,No,No,,2.0,-5.0,0
5009036,Female,No,No,0,255150.0,Pensioner,Incomplete higher,Civil marriage,Rented apartment,-18682,365243,Yes,No,No,No,,2.0,-18.0,0
5009037,Female,No,No,0,255150.0,Pensioner,Incomplete higher,Civil marriage,Rented apartment,-18682,365243,Yes,No,No,No,,2.0,-19.0,0
5009038,Female,No,No,0,255150.0,Pensioner,Incomplete higher,Civil marriage,Rented apartment,-18682,365243,Yes,No,No,No,,2.0,-12.0,0
5009039,Female,No,Yes,2,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-14326,-555,Yes,No,No,No,Core staff,3.0,-8.0,0
5009040,Female,No,Yes,2,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-14326,-555,Yes,No,No,No,Core staff,3.0,-3.0,0
5009042,Female,No,Yes,0,148500.0,Working,Higher education,Married,House / apartment,-17641,-889,Yes,No,No,No,Core staff,2.0,-20.0,0
5009043,Female,No,Yes,0,148500.0,Working,Higher education,Married,House / apartment,-17641,-889,Yes,No,No,No,Core staff,2.0,-20.0,0
5009044,Female,No,Yes,0,148500.0,Working,Higher education,Married,House / apartment,-17641,-889,Yes,No,No,No,Core staff,2.0,-18.0,0
5009045,Female,No,Yes,0,148500.0,Working,Higher education,Married,House / apartment,-17641,-889,Yes,No,No,No,Core staff,2.0,-17.0,0
5009046,Female,No,Yes,0,148500.0,Working,Higher education,Married,House / apartment,-17641,-889,Yes,No,No,No,Core staff,2.0,-7.0,0
5009047,Female,No,Yes,0,148500.0,Working,Higher education,Married,House / apartment,-17641,-889,Yes,No,No,No,Core staff,2.0,-11.0,0
5009050,Female,No,Yes,2,202500.0,Working,Higher education,Married,House / apartment,-10997,-2289,Yes,No,No,Yes,Core staff,4.0,-34.0,0
5009051,Female,No,Yes,2,202500.0,Working,Higher education,Married,House / apartment,-10997,-2289,Yes,No,No,Yes,Core staff,4.0,-56.0,0
5009052,Female,No,Yes,2,202500.0,Working,Higher education,Married,House / apartment,-10997,-2289,Yes,No,No,Yes,Core staff,4.0,-47.0,0
5009053,Female,No,Yes,2,202500.0,Working,Higher education,Married,House / apartment,-10997,-2289,Yes,No,No,Yes,Core staff,4.0,-51.0,0
5009055,Female,No,Yes,2,202500.0,Working,Higher education,Married,House / apartment,-10997,-2289,Yes,No,No,Yes,Core staff,4.0,-55.0,0
5009056,Male,No,Yes,0,202500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-8861,-889,Yes,Yes,No,No,Drivers,1.0,-24.0,0
5009057,Male,No,Yes,0,202500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-8861,-889,Yes,Yes,No,No,Drivers,1.0,-9.0,0
5009058,Female,Yes,Yes,0,112500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-7489,-797,Yes,No,Yes,Yes,Private service staff,1.0,0.0,0
5009060,Female,No,Yes,0,94500.0,Pensioner,Higher education,Married,House / apartment,-22331,365243,Yes,No,Yes,No,,2.0,-3.0,0
5009062,Male,Yes,Yes,0,315000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-10450,-2077,Yes,No,No,No,Sales staff,2.0,-45.0,0
5009063,Male,Yes,Yes,0,315000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-10450,-2077,Yes,No,No,No,Sales staff,2.0,-27.0,0
5009064,Male,Yes,Yes,0,315000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-10450,-2077,Yes,No,No,No,Sales staff,2.0,-4.0,0
5009065,Male,Yes,Yes,0,315000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-10450,-2077,Yes,No,No,No,Sales staff,2.0,-10.0,0
5009066,Male,Yes,Yes,0,315000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-10450,-2077,Yes,No,No,No,Sales staff,2.0,-15.0,0
5009067,Male,Yes,Yes,0,315000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-10450,-2077,Yes,No,No,No,Sales staff,2.0,-36.0,0
5009068,Male,Yes,Yes,0,315000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-10450,-2077,Yes,No,No,No,Sales staff,2.0,-22.0,0
5009069,Male,Yes,Yes,0,315000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-10450,-2077,Yes,No,No,No,Sales staff,2.0,-35.0,0
5009070,Male,Yes,Yes,0,315000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-10450,-2077,Yes,No,No,No,Sales staff,2.0,-39.0,0
5009071,Female,Yes,Yes,0,270000.0,Commercial associate,Incomplete higher,Civil marriage,Municipal apartment,-10264,-3173,Yes,No,Yes,Yes,High skill tech staff,2.0,-20.0,0
5009072,Female,Yes,Yes,0,270000.0,Commercial associate,Incomplete higher,Civil marriage,Municipal apartment,-10264,-3173,Yes,No,Yes,Yes,High skill tech staff,2.0,-43.0,0
5009074,Female,Yes,Yes,1,450000.0,State servant,Higher education,Married,House / apartment,-17726,-708,Yes,No,Yes,Yes,Core staff,3.0,-22.0,0
5009075,Female,Yes,Yes,1,450000.0,State servant,Higher education,Married,House / apartment,-17726,-708,Yes,No,Yes,Yes,Core staff,3.0,-28.0,0
5009078,Male,No,Yes,1,180000.0,Working,Secondary / secondary special,Married,With parents,-14122,-1286,Yes,No,No,No,Drivers,3.0,-30.0,0
5009079,Female,No,Yes,0,112500.0,Working,Higher education,Civil marriage,House / apartment,-10064,-3173,Yes,No,No,Yes,Laborers,2.0,-43.0,0
5009080,Female,No,Yes,0,112500.0,Working,Higher education,Civil marriage,House / apartment,-10064,-3173,Yes,No,No,Yes,Laborers,2.0,-15.0,0
5009081,Female,No,Yes,0,112500.0,Working,Higher education,Civil marriage,House / apartment,-10064,-3173,Yes,No,No,Yes,Laborers,2.0,-19.0,0
5009083,Male,No,Yes,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-20531,-5730,Yes,No,No,No,Drivers,2.0,-51.0,0
5009084,Male,No,Yes,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-20531,-5730,Yes,No,No,No,Drivers,2.0,-2.0,0
5009088,Male,Yes,No,2,202500.0,Commercial associate,Higher education,Married,House / apartment,-14730,-2989,Yes,No,No,No,Laborers,4.0,-46.0,0
5009089,Male,Yes,No,2,202500.0,Commercial associate,Higher education,Married,House / apartment,-14730,-2989,Yes,No,No,No,Laborers,4.0,-39.0,0
5009090,Male,Yes,Yes,0,247500.0,Working,Secondary / secondary special,Married,House / apartment,-12628,-4025,Yes,No,No,No,Drivers,2.0,-13.0,0
5009092,Male,Yes,Yes,1,765000.0,Working,Higher education,Married,House / apartment,-12197,-1194,Yes,Yes,No,No,Managers,3.0,-3.0,0
5009094,Male,Yes,Yes,1,765000.0,Working,Higher education,Married,House / apartment,-12197,-1194,Yes,Yes,No,No,Managers,3.0,-3.0,0
5009095,Male,Yes,Yes,1,765000.0,Working,Higher education,Married,House / apartment,-12197,-1194,Yes,Yes,No,No,Managers,3.0,-3.0,0
5009096,Female,No,Yes,1,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13679,-4391,Yes,No,No,Yes,Accountants,3.0,-24.0,0
5009097,Female,No,Yes,1,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13679,-4391,Yes,No,No,Yes,Accountants,3.0,-33.0,0
5009098,Female,No,Yes,1,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13679,-4391,Yes,No,No,Yes,Accountants,3.0,-17.0,0
5009099,Female,No,Yes,0,315000.0,Working,Higher education,Separated,House / apartment,-13271,-555,Yes,No,No,No,Managers,1.0,-56.0,0
5009100,Female,No,Yes,0,315000.0,Working,Higher education,Separated,House / apartment,-13271,-555,Yes,No,No,No,Managers,1.0,-27.0,0
5009103,Male,Yes,Yes,2,157500.0,Working,Secondary / secondary special,Married,With parents,-12859,-4056,Yes,No,Yes,No,Drivers,4.0,-38.0,0
5009104,Male,Yes,Yes,2,157500.0,Working,Secondary / secondary special,Married,With parents,-12859,-4056,Yes,No,Yes,No,Drivers,4.0,-27.0,0
5009105,Male,Yes,Yes,2,157500.0,Working,Secondary / secondary special,Married,With parents,-12859,-4056,Yes,No,Yes,No,Drivers,4.0,-30.0,0
5009106,Male,Yes,Yes,2,157500.0,Working,Secondary / secondary special,Married,With parents,-12859,-4056,Yes,No,Yes,No,Drivers,4.0,-60.0,0
5112876,Male,Yes,Yes,2,157500.0,Working,Secondary / secondary special,Married,With parents,-12859,-4056,Yes,No,Yes,No,Drivers,4.0,-25.0,0
5009108,Male,No,Yes,0,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15321,-2747,Yes,No,No,No,Security staff,2.0,-7.0,0
5009109,Male,No,Yes,0,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15321,-2747,Yes,No,No,No,Security staff,2.0,-20.0,0
5009110,Female,No,Yes,0,112500.0,Commercial associate,Higher education,Married,House / apartment,-8842,-312,Yes,No,No,Yes,High skill tech staff,2.0,-3.0,0
5009116,Female,No,No,0,157500.0,Commercial associate,Higher education,Separated,With parents,-15737,-432,Yes,No,No,No,,1.0,-35.0,0
5009117,Female,No,No,0,157500.0,Commercial associate,Higher education,Separated,With parents,-15737,-432,Yes,No,No,No,,1.0,-49.0,0
5009118,Female,No,No,0,157500.0,Commercial associate,Higher education,Separated,With parents,-15737,-432,Yes,No,No,No,,1.0,-43.0,0
5009120,Female,No,No,0,157500.0,Commercial associate,Higher education,Separated,With parents,-15737,-432,Yes,No,No,No,,1.0,-56.0,0
5009122,Female,No,No,0,157500.0,Commercial associate,Higher education,Separated,With parents,-15737,-432,Yes,No,No,No,,1.0,-49.0,0
5009123,Female,No,No,0,157500.0,Commercial associate,Higher education,Separated,With parents,-15737,-432,Yes,No,No,No,,1.0,-43.0,0
5009124,Female,No,No,0,157500.0,Commercial associate,Higher education,Separated,With parents,-15737,-432,Yes,No,No,No,,1.0,-25.0,0
5009125,Female,No,No,0,157500.0,Commercial associate,Higher education,Separated,With parents,-15737,-432,Yes,No,No,No,,1.0,-46.0,0
5009126,Female,No,No,0,157500.0,Commercial associate,Higher education,Separated,With parents,-15737,-432,Yes,No,No,No,,1.0,-35.0,0
5009127,Female,No,No,0,157500.0,Commercial associate,Higher education,Separated,With parents,-15737,-432,Yes,No,No,No,,1.0,-22.0,0
5009128,Female,No,No,0,157500.0,Commercial associate,Higher education,Separated,With parents,-15737,-432,Yes,No,No,No,,1.0,-14.0,0
5009129,Female,No,No,0,157500.0,Commercial associate,Higher education,Separated,With parents,-15737,-432,Yes,No,No,No,,1.0,-11.0,0
5009130,Female,No,No,0,157500.0,Commercial associate,Higher education,Separated,With parents,-15737,-432,Yes,No,No,No,,1.0,-22.0,0
5009131,Female,No,No,0,157500.0,Commercial associate,Higher education,Separated,With parents,-15737,-432,Yes,No,No,No,,1.0,-23.0,0
5009133,Male,No,Yes,0,382500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-21673,365243,Yes,No,No,No,,1.0,-16.0,0
5009134,Male,No,Yes,0,382500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-21673,365243,Yes,No,No,No,,1.0,-16.0,0
5009135,Male,No,Yes,0,382500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-21673,365243,Yes,No,No,No,,1.0,-55.0,0
5009136,Male,No,Yes,0,382500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-21673,365243,Yes,No,No,No,,1.0,-15.0,0
5009137,Male,No,Yes,0,382500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-21673,365243,Yes,No,No,No,,1.0,-11.0,0
5009138,Male,No,Yes,0,382500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-21673,365243,Yes,No,No,No,,1.0,-22.0,0
5009139,Male,No,Yes,0,382500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-21673,365243,Yes,No,No,No,,1.0,-8.0,0
5009140,Male,No,Yes,0,382500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-21673,365243,Yes,No,No,No,,1.0,-18.0,0
5009141,Female,No,No,0,135000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-9657,-1560,Yes,Yes,Yes,No,Managers,2.0,-33.0,0
5009142,Female,No,No,0,135000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-9657,-1560,Yes,Yes,Yes,No,Managers,2.0,-11.0,0
5009143,Male,Yes,No,0,225000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-18289,365243,Yes,No,No,No,,2.0,-11.0,0
5009144,Male,Yes,No,0,225000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-18289,365243,Yes,No,No,No,,2.0,-15.0,0
5009145,Male,Yes,No,0,315000.0,Working,Higher education,Married,House / apartment,-15825,-3720,Yes,Yes,Yes,No,Managers,2.0,-36.0,0
5009146,Male,Yes,No,0,315000.0,Working,Higher education,Married,House / apartment,-15825,-3720,Yes,Yes,Yes,No,Managers,2.0,-36.0,0
5009147,Male,Yes,No,0,315000.0,Working,Higher education,Married,House / apartment,-15825,-3720,Yes,Yes,Yes,No,Managers,2.0,-12.0,0
5009149,Male,Yes,No,0,315000.0,Working,Higher education,Married,House / apartment,-15825,-3720,Yes,Yes,Yes,No,Managers,2.0,-7.0,0
5009150,Male,Yes,No,0,315000.0,Working,Higher education,Married,House / apartment,-15825,-3720,Yes,Yes,Yes,No,Managers,2.0,-17.0,0
5009151,Female,No,No,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-19575,-2901,Yes,No,No,No,Sales staff,2.0,-29.0,0
5009152,Female,No,No,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-19575,-2901,Yes,No,No,No,Sales staff,2.0,-47.0,0
5009153,Female,No,No,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-19575,-2901,Yes,No,No,No,Sales staff,2.0,-53.0,0
5009154,Female,No,No,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-19575,-2901,Yes,No,No,No,Sales staff,2.0,-28.0,0
5009155,Female,No,No,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-19575,-2901,Yes,No,No,No,Sales staff,2.0,-27.0,0
5009156,Female,No,No,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-19575,-2901,Yes,No,No,No,Sales staff,2.0,-17.0,0
5009157,Female,No,No,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-19575,-2901,Yes,No,No,No,Sales staff,2.0,-55.0,0
5009158,Female,No,No,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-19575,-2901,Yes,No,No,No,Sales staff,2.0,-43.0,0
5009159,Female,No,No,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-19575,-2901,Yes,No,No,No,Sales staff,2.0,-14.0,0
5009160,Female,No,No,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-19575,-2901,Yes,No,No,No,Sales staff,2.0,-21.0,0
5009161,Female,No,No,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-19575,-2901,Yes,No,No,No,Sales staff,2.0,-23.0,0
5009162,Female,No,No,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-19575,-2901,Yes,No,No,No,Sales staff,2.0,-56.0,0
5009163,Female,No,No,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-12915,-3174,Yes,No,Yes,No,Sales staff,2.0,-12.0,0
5009164,Female,No,No,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-12915,-3174,Yes,No,Yes,No,Sales staff,2.0,-29.0,0
5009165,Female,No,No,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-12915,-3174,Yes,No,Yes,No,Sales staff,2.0,-41.0,0
